Variable,Narrow_Phon_Definition_Binary,Narrow_Phon_Definition_Detailed,Broad_Phon_Definition_Binary,Broad_Phon_Definition_Detailed,Broad_Phon_Definition_MoreDetailed,Broad_Phon_Definition_Consonantal_Vocalic,Broad_Phon_Definition_Prosodic_Segmental,Area_in_WALS
autotyp$VInfl_cat_postposed$VInflTM.Post.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_postposed$VInflValence.Post.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_postposed$VInflVersion.Post.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_postposed$VInflVoice.Post.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflAktionsart.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflApplicative.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflAspect.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflCausative.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflClassifier.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflConnective.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflConstruct.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflControl.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflDeixis.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflFocus.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflGender.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflIllocution.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflMA.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflMN.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflModality.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflMood.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflMotion.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflMSE.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflNominalizer.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflNumber.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflPerson.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflPolarity.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflPosterior.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflPotentialis.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflQuantificational.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflRECIP.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflReferential.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflReflexive_and_Reciprocal.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflReflexive.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflRepetition.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflReversative.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflSemistem.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflSpatial.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflStatus.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflSwitch_reference.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflTA.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflTAM.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflTense_and_Evidential.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflTense.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflTM.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflValence.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflVersion.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_cat_preposed$VInflVoice.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_categories$VInflAktionsart.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflApplicative.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflAspect.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflCausative.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflClassifier.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflConnective.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflConstruct.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflControl.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflDeixis.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflEvidential.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflFocus.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflGender.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflHonorificity.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflIllocution.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflMA.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflMN.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflModality.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflMood.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflMotion.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflMSE.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflNominalizer.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflNumber.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflPerson.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflPolarity.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflPosterior.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflPotentialis.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflQuantificational.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflRECIP.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflReferential.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflReflexive_and_Reciprocal.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflReflexive.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflRepetition.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflReversative.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflSemistem.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflSpatial.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflStatus.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflSwitch_reference.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflTA.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflTAM.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflTense_and_Evidential.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflTense.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflTM.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflValence.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflVersion.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_categories$VInflVoice.Presence,Grammar,Categories,Grammar,Categories,Categories,Categories,Categories,
autotyp$VInfl_counts_per_position$VInflCatAndAgrIn.n,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_counts_per_position$VInflCatAndAgrPost.n,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_counts_per_position$VInflCatAndAgrPrae.n,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_counts_per_position$VInflCatAndAgrSimul.n,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_counts_per_position$VInflCatAndAgrSplit.n,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_multiexponence$VInflClassification.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_multiexponence$VInflEvidential.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_multiexponence$VInflInter_clausal.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_multiexponence$VInflNP_related.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_multiexponence$VInflNumber.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_multiexponence$VInflOperators.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_multiexponence$VInflPerson.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_multiexponence$VInflPragmatic.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_multiexponence$VInflPragmatics.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_multiexponence$VInflRole.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_multiexponence$VInflTAM.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_multiexponence$VInflValence.Pre.Presence,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position$VInflClassification.Position,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position$VInflEvidential.Position,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position$VInflInter_clausal.Position,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position$VInflNP_related.Position,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position$VInflNumber.Position,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position$VInflOperators.Position,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position$VInflPerson.Position,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position$VInflPragmatic.Position,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position$VInflPragmatics.Position,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position$VInflRole.Position,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position$VInflTAM.Position,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position$VInflValence.Position,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position4$VInflClassification.Position.binned4,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position4$VInflEvidential.Position.binned4,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position4$VInflInter_clausal.Position.binned4,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position4$VInflNP_related.Position.binned4,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position4$VInflNumber.Position.binned4,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position4$VInflOperators.Position.binned4,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position4$VInflPerson.Position.binned4,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position4$VInflPragmatic.Position.binned4,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position4$VInflPragmatics.Position.binned4,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position4$VInflRole.Position.binned4,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position4$VInflTAM.Position.binned4,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position4$VInflValence.Position.binned4,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position5$VInflClassification.Position.binned5,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position5$VInflEvidential.Position.binned5,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position5$VInflInter_clausal.Position.binned5,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position5$VInflNP_related.Position.binned5,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position5$VInflNumber.Position.binned5,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position5$VInflOperators.Position.binned5,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position5$VInflPerson.Position.binned5,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position5$VInflPragmatic.Position.binned5,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position5$VInflPragmatics.Position.binned5,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position5$VInflRole.Position.binned5,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position5$VInflTAM.Position.binned5,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
autotyp$VInfl_macrocat_position5$VInflValence.Position.binned5,Grammar,Morphology,Grammar,Morphology,Morphology,Morphology,Morphology,
